name,href,years,imdb_description,pg_rating,imdb_genre_tags,imdb_rating,num_votes,img_thumbnail,tmdb_id,tmdb_name,original_name,original_language,origin_country,tmdb_popularity,tmdb_vote_average,tmdb_vote_count,first_air_date,tmdb_adult_content,tmdb_poster_path,tmdb_overview,tmdb_tagline,tmdb_genres,tv_networks,tmdb_keywords,is_anime
The Bugs Bunny/Road Runner Hour,/title/tt0062550/,(1968–1978),"Bugs Bunny and all his cartoon friends are stage performers entertaining audiences with 7 features per show, all of which are classic theatrical cartoons from the 1940s, 1950s, and 1960s. ...                See full summary »",TV-G,"Animation, Comedy",8.5,10239,"https://m.media-amazon.com/images/M/MV5BOGM4ZjVkNzAtNDE5ZS00YjBmLTliZjctYzI4MTY4ZTQ1MGYwXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_UY98_CR40,0,67,98_AL_.jpg",,,,,,,,,,,,,,,,,0
My Dress-Up Darling,/title/tt15765670/,(2022– ),"Traumatized by a childhood incident with a friend who took exception to his love of traditional dolls, doll-artisan hopeful Wakana Gojou passes his days as a loner, finding solace in a room at his high school.",TV-14,"Animation, Comedy, Romance",8.0,10019,"https://m.media-amazon.com/images/M/MV5BMzkyYWY3NTEtYzBkNC00Zjc3LThmY2UtZWU3MTRkMTgwODU5XkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_UX67_CR0,0,67,98_AL_.jpg",123249.0,My Dress-Up Darling,その着せ替え人形は恋をする,ja,['JP'],110.782,8.663,413.0,2022-01-09,False,/A6mxBwvvv63JXZm3xXKv4SugE0L.jpg,"Wakana Gojo is a high school boy who wants to become a kashirashi--a master craftsman who makes traditional Japanese Hina dolls. Though he's gung-ho about the craft, he knows nothing about the latest trends, and has a hard time fitting in with his class. The popular kids--especially one girl, Marin Kitagawa--seem like they live in a completely different world. That all changes one day, when she shares an unexpected secret with him, and their completely different worlds collide.",,"Animation, Comedy, Drama","Gunma TV, Tokyo MX, BS11, Tochigi TV","adolescence, romance, slice of life, school, based on manga, cosplay, ecchi, anime, otaku, erotic",1
Steins;Gate 0,/title/tt5514358/,(2018),Mad scientist Okabe struggles to recover from past failure and tests a new artificial intelligence,TV-14,"Animation, Drama, Mystery",8.4,9971,"https://m.media-amazon.com/images/M/MV5BYmJhMDYzYzMtNTVlZS00MzgwLWE3ZjAtN2FhZTBlOGQzZmFmXkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_UX67_CR0,0,67,98_AL_.jpg",78102.0,Steins;Gate 0,シュタインズ・ゲート ゼロ,ja,['JP'],24.765,8.023,155.0,2018-04-12,False,/jbRSUeWu6saPLrBEWei4CdLrAYX.jpg,"The dark untold story of Steins;Gate that leads with the eccentric mad scientist Okabe, struggling to recover from a failed attempt at rescuing Kurisu. He decides to give up and abandons his lively scientist alter ego, in pursuit to forget the past. When all seems to be normal, he is seemingly pulled back into the past by meeting an acquaintance of Kurisu, who tells him that they have begun testing a device that stores the memory of a human and creates a simulation of them with their characteristics and personalities. Okabe begins testing and finds out that the simulation of Kurisu has brought back anguish and some new unexpected tragedies.

Zero is a side story that explores events from the Beta Attractor Field's future that contribute in making the end of the original story possible.",,"Sci-Fi & Fantasy, Animation",Tokyo MX,"anime, based on visual novel",1
Great Teacher Onizuka,/title/tt0315008/,(1999–2000),"About Eikichi Onizuka, a 22-year-old ex-gangster member and a virgin. He has one ambition that no one ever expected from him. His solely life purpose is to become the greatest high school teacher ever.",TV-MA,"Animation, Comedy, Drama",8.5,9904,"https://m.media-amazon.com/images/M/MV5BYzVmNmM0N2EtNTA3MS00NjE5LWFhMDMtMjZhZjlmMjE3OTUyXkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_UX67_CR0,0,67,98_AL_.jpg",43017.0,Great Teacher Onizuka,グレート・ティーチャー・オニヅカ,ja,['JP'],28.247,8.339,137.0,1999-06-30,False,/4rEvetd3kANyGSgXPF235kG0COW.jpg,"Onizuka is an ex-biker and gang leader who has one goal, to become the greatest teacher. He learns of the power and respect possible as an intern teacher, using his strength and connections to get his students to respect him. Now, graduated, he gets a job at a prestigious private school to handle their 'problem class' that made the past few teachers quit. He must handle a different sort of trouble when the trouble makers include some of the smartest kids in Japan who prefer a more cerebral approach to torturing their teacher. Onizuka must slowly win his students over and deal with their mistrust of teachers while handling the distrust of his fellow teachers.",,"Animation, Comedy, Drama","TV Tokyo, Fuji TV","based on manga, shounen, anime",1
Clannad,/title/tt1118804/,(2007–2008),A high school student who cares little about school or others meets a lonely girl who had to repeat a year while all her friends finished high school. He decides to hang out with her and soon meets more friendly students.,TV-PG,"Animation, Comedy, Drama",7.8,9803,"https://m.media-amazon.com/images/M/MV5BN2VmM2NmMGUtOGQ2OC00Y2ZjLTljNTctYjhmMDJjZjM1NTY3XkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_UY98_CR5,0,67,98_AL_.jpg",24835.0,Clannad,CLANNAD,ja,['JP'],29.122,8.408,369.0,2007-10-05,False,/bmugfsOLi5Q01nTsFkNwO0V4xgg.jpg,"Tomoya Okazaki is a third year high school student resentful of his life. His mother passed away from a car accident when he was younger, causing his father to resort to alcohol and cigarettes. This results in fights between the two until Tomoya's shoulder is injured in a fight. Since then, Tomoya has had distant relationships with his father, causing him to become a delinquent over time. While on a walk to school, he meets a strange girl named Nagisa Furukawa who is a year older, but is repeating due to illness. Due to this, she is often alone as most of her friends have moved on. The two begin hanging out and slowly, as time goes by, Tomoya finds his life shifting in a new direction. Anime based on a popular visual novel game.",,"Animation, Comedy, Drama",TBS,"teen drama, anime, based on visual novel",1
Kuroko's Basketball,/title/tt2348803/,(2012–2015),"Kagami meets Kuroko, the 6th member of the Miracle Generation, and they make a pact to defeat the other members of the team. A battle of light (Kagami) and shadow (Kuroko) begins.",TV-14,"Animation, Comedy, Sport",8.3,9789,"https://m.media-amazon.com/images/M/MV5BNjMxMDJkNGQtMDkwMy00ZmQyLThjNWQtODYyODU2MmYwYTA1XkEyXkFqcGdeQXVyMTQ3MjMyMTYz._V1_UY98_CR1,0,67,98_AL_.jpg",45783.0,Kuroko's Basketball,黒子のバスケ,ja,['JP'],60.671,8.554,489.0,2012-04-08,False,/5CEIm6RPRU9iy4jBpfreUwJkydv.jpg,"In the story, Kagami Taiga has just enrolled into Seirin High School when he meets Kuroko Tetsuya of the school's basketball team. Kuroko happens to be the shadowy sixth member of the legendary Generation of Miracles basketball team. Together, Kagami and Kuroko aim to take their team to the inter-high school championship - against Kuroko's former teammates.",,"Animation, Comedy",MBS,"sports, basketball, based on manga, sport competition, shounen, anime",1
Dorohedoro,/title/tt11147852/,(2020),In a sad town a clan of sorcerers use its people to experiment with the dark arts.,TV-MA,"Animation, Action, Comedy",8.1,9647,"https://m.media-amazon.com/images/M/MV5BYzgxOTkxYWYtODEzMS00ODhiLWIxMTYtMDQwNmIyNmIwNTJiXkEyXkFqcGdeQXVyMTAwMzM3NDI3._V1_UY98_CR1,0,67,98_AL_.jpg",94404.0,Dorohedoro,ドロヘドロ,ja,['JP'],25.483,8.416,261.0,2020-01-13,False,/8rt0bfnS2ZeSCaewgkKV4oYIH29.jpg,"The story revolves around Kaiman, who does not remember who he was before he was transfigured by a Magic user. This transformation left him with a reptile's head, and a desire to find out the truth about who he really is. Accompanied by Nikaido, his female companion, he tracks down Magic Users in ""The Hole"" and unceremoniously chomps down on their head, hoping to find out who it was that put him in this state. One by one, they witness this ""second man"" inside the head of Kaiman, and after pulling them back out of his mouth he asks them all a question.",What did the guy inside my head say?,"Animation, Comedy, Action & Adventure, Sci-Fi & Fantasy",Tokyo MX,"supernatural, anthropomorphism, based on manga, seinen, anime, 异兽魔都",1
Tear Along the Dotted Line,/title/tt15614372/,(2021),A cartoonist in Rome with his armadillo-for-a-conscience reflects on his path in life and a would-be love as he and his friends travel outside the city.,TV-14,"Animation, Comedy, Drama",8.6,9555,"https://m.media-amazon.com/images/M/MV5BOTkwMDExYzgtZTBkMy00ZDlhLWI2ZTMtYmE0YjVkNWU5YWI0XkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_UX67_CR0,0,67,98_AL_.jpg",135918.0,Tear Along the Dotted Line,Strappare lungo i bordi,it,['IT'],16.715,8.357,223.0,2021-11-17,False,/jD8abZSQ9zMOsqr1M7zButnzCuz.jpg,A cartoonist in Rome with his armadillo-for-a-conscience reflects on his path in life and a would-be love as he and his friends travel outside the city.,,"Animation, Comedy, Drama",Netflix,"based on comic, adult animation, fumetti, comics, animazione",0
The Oblongs,/title/tt0219446/,(2001–2002),The misadventures of a goofy family deformed by toxic waste.,TV-14,"Animation, Comedy, Sci-Fi",7.1,9378,"https://m.media-amazon.com/images/M/MV5BMzhmYjc0NmEtZmFiOC00NWMzLWJjZWQtYmVjNGVjMTRmYTk0XkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_UX67_CR0,0,67,98_AL_.jpg",2568.0,The Oblongs,The Oblongs,en,['US'],6.96,7.4,48.0,2001-04-01,False,/sxZm0iP2lTML5bK1rwrxR6KSPja.jpg,The misadventures of a goofy family deformed by toxic waste.,Just one more toxic family,"Animation, Comedy",The WB,"radiation, adult animation",0
Mr. Pickles,/title/tt2950342/,(2013–2019),"The Goodman family lives with their lovable pet dog, Mr. Pickles, a deviant border collie with a secret satanic streak.",TV-MA,"Animation, Comedy, Horror",7.3,9286,"https://m.media-amazon.com/images/M/MV5BYWM0NTFmNTAtNjY4MS00NjAxLThmZWYtMTIzMDE5ZTNlZDdhXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",61593.0,Mr. Pickles,Mr. Pickles,en,['US'],54.607,8.177,709.0,2014-09-21,False,/T8UgM63U5IMeVjNBq0Dvg8ga2S.jpg,"The Goodman family lives with their lovable pet dog, Mr. Pickles, a deviant border collie with a secret satanic streak.",,"Comedy, Animation",Adult Swim,"small town, gore, pervert, satanic ritual, adult animation, cartoon dog, death metal",0
Classroom of the Elite,/title/tt7263328/,(2017– ),"When Kiyotaka enters government-sponsored elite high school, he finds out just how merit-based this education system is.",TV-14,"Animation, Drama, Thriller",7.7,9155,"https://m.media-amazon.com/images/M/MV5BMDZmYjc0NDMtM2VkNy00Yjc2LThiMGQtYjJkOWRiNzdlODQxXkEyXkFqcGdeQXVyNjc3NTI5MDY@._V1_UX67_CR0,0,67,98_AL_.jpg",72517.0,Classroom of the Elite,ようこそ実力至上主義の教室へ,ja,['JP'],61.231,8.6,555.0,2017-07-12,False,/8BtSk9DGIlS24otIB3qCagVCI6W.jpg,"Koudo Ikusei Senior High School is a leading prestigious school with state-of-the-art facilities where nearly 100% of students go on to university or find employment. The students there have the freedom to wear any hairstyle and bring any personal effects they desire. Koudo Ikusei is a paradise-like school, but the truth is that only the most superior of students receive favorable treatment.

Ayanokouji Kiyotaka is a student of D-class, which is where the school dumps its ""inferior"" students in order to ridicule them. For a certain reason, Kiyotaka was careless on his entrance examination, and was put in D-class. After meeting Horikita Suzune and Kushida Kikyou, two other students in his class, Kiyotakas situation begins to change.",,"Drama, Animation","AT-X, TV Aichi, Tokyo MX","school, anime",1
Yuri!!! On Ice,/title/tt6112556/,(2016),"After suffering defeat, Yuri Katsuki hangs up his ice skates for good. But will an encounter with two top skaters reignite his passion?",TV-14,"Animation, Comedy, Drama",8.3,9005,"https://m.media-amazon.com/images/M/MV5BODBkM2JjNzItNjkxMy00Zjc3LWJjYjgtOWE1ODJiODhmZTQ4XkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_UY98_CR1,0,67,98_AL_.jpg",68129.0,Yuri!!! on Ice,ユーリ!!! on ICE,ja,['JP'],15.973,8.6,545.0,2016-10-06,False,/oKVFf2uNCLMsovWBxAW14MmhHUm.jpg,"Yuuri Katsuki carried all of Japan's hopes on his shoulders to win at the Gran Prix Finale ice skating competition, but suffered a crushing defeat. He returns home to Kyushu and half feels like he wants to retire, and half feels like he wants to continue ice skating. Suddenly the five-time consecutive world championship ice skater Victor Nikiforov appears before him with Yuri Plisetsky, a young Russian figure skater who is already defeating his seniors. Victor and both Yuris take up the challenge on an unprecedented Gran Prix series.",,"Animation, Comedy, Drama",tv asahi,"sports, competition, training, romance, figure skating, tournament, ice skating, anime, shounen ai, bishounen",1
The Melancholy of Haruhi Suzumiya,/title/tt0816407/,(2006–2009),"The crazy adventures of the SOS Brigade, led by the insane but charismatic Haruhi.",TV-14,"Animation, Comedy, Fantasy",7.8,8730,"https://m.media-amazon.com/images/M/MV5BNWMxMGUzOTktYjliYS00MGMyLWJlNWYtYzljMzZhNDRmODIyXkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_UX67_CR0,0,67,98_AL_.jpg",42511.0,The Melancholy of Haruhi Suzumiya,涼宮ハルヒの憂鬱,ja,['JP'],39.223,8.033,214.0,2006-04-03,False,/5rbehM5zkF8xlLce4F9kJZWhqmU.jpg,"I thought that when I entered high school, my days of believing in aliens, time travelers and ESPers were going to be over. That is, until she introduced herself. Claiming to be interested in only aliens, time travelers, and ESPers, Haruhi Suzumiya was the strangest girl I've met in a long time... Before I knew what's going on, I've been dragged into her weird club, and it looks like I'm not the only one who has been drafted into this ""SOS Brigade"" of hers, because there are three other students who don't seem to be so ordinary themselves.",,"Animation, Comedy","Chiba TV, Sun TV","high school, based on novel or book, slice of life, anime",1
The Critic,/title/tt0108734/,(1994–2001),Jay Sherman is a New York film critic who has to review films he doesn't like for a living.,TV-14,"Animation, Comedy, Drama",7.9,8702,"https://m.media-amazon.com/images/M/MV5BMmU0YzVmMTgtOWU4Ny00YzljLWE3ZTktYjVlZTU2NmJlMDdmXkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_UX67_CR0,0,67,98_AL_.jpg",1839.0,The Critic,The Critic,en,['US'],12.588,7.402,87.0,1994-01-26,False,/fZoOHDU18OBXSvoiEViuBvSSUZO.jpg,"The Critic is an American prime time animated series created by writing partners Al Jean and Mike Reiss, who had previously worked as writers and showrunners on The Simpsons. The show follows the life of a 36-year-old film critic from New York named Jay Sherman, voiced by Jon Lovitz. 23 episodes were produced, first broadcast on ABC in 1994 and finishing its original run on Fox in 1995.",,"Animation, Comedy, Drama","ABC, FOX",,0
The Disastrous Life of Saiki K.,/title/tt6354518/,(2016–2018),"Saiki Kusuo is a powerful psychic who hates attracting attention, yet he is surrounded by colorful characters who always find a way to remove him from his everyday life.",TV-14,"Animation, Comedy, Fantasy",8.3,8655,"https://m.media-amazon.com/images/M/MV5BYmFiNTU2YWUtZjVjYy00MDJmLThlNzMtYTBhNzZmMmUyN2JlXkEyXkFqcGdeQXVyMTMzNDc0Nzky._V1_UX67_CR0,0,67,98_AL_.jpg",67676.0,The Disastrous Life of Saiki K.,斉木楠雄のΨ難,ja,['JP'],37.139,8.413,248.0,2016-07-11,False,/tpym31HVeQgenaubvCxkMF3kFHy.jpg,"Gifted with a wide assortment of supernatural abilities ranging from telepathy to x-ray vision, Kusuo Saiki finds this so-called blessing to be nothing but a curse. As all the inconveniences his powers cause constantly pile up, all Kusuo aims for is an ordinary, hassle-free lifea life where ignorance is bliss.",,"Animation, Comedy, Sci-Fi & Fantasy","TV Osaka, TV Tokyo, TV Aichi","telepathy, satire, psychic, anime, pink hair, supernatural power",1
Fire Force,/title/tt9307686/,(2019– ),A superhuman firefighter force is formed to deal with supernatural fire incidents.,TV-14,"Animation, Action, Drama",7.6,8629,"https://m.media-amazon.com/images/M/MV5BY2IyMDA0NGEtZjIyOS00NjU0LThlOTctODA0OTZmMDU2ZTMxXkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_UY98_CR1,0,67,98_AL_.jpg",88046.0,Fire Force,炎炎ノ消防隊,ja,['JP'],20.195,8.523,440.0,2019-07-05,False,/GXPzNvuDGzWikMEduV99kocohn.jpg,"Year 198 of the Solar Era in Tokyo, special fire brigades are fighting against a phenomenon called spontaneous human combustion where humans beings are turned into living infernos called ""Infernals"". While the Infernals are first generation cases of spontaneous human combustion, later generations possess the ability to manipulate flames while retaining human form. Shinra Kusakabe, a youth who gained the nickname Devil's Footprints for his ability to ignite his feet at will, joins the Special Fire Force Company 8 which composes of other flames users as they work to extinguish any Infernals they encounter. As a faction that is creating Infernals appears, Shira begins to uncover the truth behind a mysterious fire that caused the death of his family twelve years ago.",,"Animation, Action & Adventure, Sci-Fi & Fantasy, Comedy","TBS, Tohoku Broadcasting, SBC, HBC, CBC, MBS","supernatural, post-apocalyptic future, secret organization, conspiracy, terrorism, based on manga, super power, firefighter, shounen, anime, corrupt church",1
Prehistoric Planet,/title/tt10324164/,(2022–2023),"Travel back 66 million years to when majestic dinosaurs and extraordinary creatures roamed the lands, seas, and skies.",TV-PG,"Documentary, Animation, History",8.5,8619,"https://m.media-amazon.com/images/M/MV5BOTk5MWU0ZDEtMzZiYy00Yzk5LThmOTAtOTcwYjNkM2ViYzJmXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",95171.0,Prehistoric Planet,Prehistoric Planet,en,['GB'],52.632,8.4,270.0,2022-05-23,False,/yMdFsHKp4YX2CUkAQcZswxXDuoe.jpg,"Experience the wonders of our world like never before in this epic docuseries from Jon Favreau and the producers of Planet Earth. Travel back 66 million years to when majestic dinosaurs and extraordinary creatures roamed the lands, seas, and skies.",Unknown. Unexplained. Unbelievable. Until now.,Documentary,Apple TV+,"paleontology, prehistoric, dinosaur, nature documentary",0
